,id,Brand,Model_Number,Price,Photo,Engine_Type,Body_Type,Fuel_Type,Gearbox_Type,Power_hp,Displacement_l,Torque_lbft,Cylinders,Drivetrain,MPG_City,MPG_Highway
0,0,Honda,Accord Hybrid Sport-L 2023,31670.0,https://www.ccarprice.com/products/Honda_Accord_Hybrid_Sport-L_2023.jpg,2.0L Inline-4 Hybrid,Sedan,Hybrid,CVT,204.0,2.0,247.0,4.0,front,44.0,41.0
1,1,Honda,Accord Sedan 2023,28000.0,https://www.ccarprice.com/products/Honda_Accord_Sedan_2023.jpg,1.5L Turbo Inline-4 Gas,Sedan,Petrol,CVT,192.0,1.5,260.0,4.0,front,30.0,38.0
2,2,Honda,ZR-V 2023,25000.0,https://www.ccarprice.com/products/Honda_ZRV_2023.jpg,2.0L Inline-4,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
3,3,Honda,HR-V VTi-S 2022,27800.0,https://www.ccarprice.com/products/Honda_HR-V_VTi-S_2022.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,119.0,2.0,107.0,4.0,front,13.0,15.0
4,4,Honda,HR-V VTi 2022,26900.0,https://www.ccarprice.com/products/Honda_HR-V_VTi_2022.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,119.0,2.0,107.0,4.0,front,13.0,15.0
6,6,Honda,CR-V LX 2023,29990.0,https://www.ccarprice.com/products/Honda_CR_V_LX_2023.jpg,1.5L Turbo Inline-4 Gas,SUV,Petrol,CVT,190.0,1.5,179.0,4.0,front,28.0,34.0
8,8,Honda,Ridgeline Black Edition 2023,46230.0,https://www.ccarprice.com/products/Honda_Ridgeline_Black_Edition_2023.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0
9,9,Honda,CR-V EX-L 2023,33760.0,https://www.ccarprice.com/products/Honda_CR-V_EX-L_2023.jpg,1.5-liter Turbo Inline-4 Gas,SUV,Petrol,CVT,190.0,1.5,179.0,4.0,front,28.0,34.0
10,10,Honda,Accord Sport SE 1.5T 2023,31070.0,https://www.ccarprice.com/products/Honda_Accord_Sport_SE_1_5T_2023.jpg,1.5L Turbo Inline-4 Gas,Sedan,Petrol,CVT,192.0,1.5,192.0,4.0,front,29.0,35.0
11,11,Honda,CR-V Hybrid Sport Touring 2023,33950.0,https://www.ccarprice.com/products/Honda_CR_V_Hybrid_Sport_Touring_2023_1.jpg,2.0L Inline-4 Hybrid,SUV,Hybrid,CVT,204.0,2.0,247.0,4.0,all,35.0,40.0
12,12,Honda,CR-V Hybrid Sport 2023,32450.0,https://www.ccarprice.com/products/Honda_CR-V_Hybrid_Sport_2023.jpg,2.0L Inline-4 Hybrid,SUV,Hybrid,CVT,204.0,2.0,247.0,4.0,all,35.0,40.0
13,13,Honda,Pilot 2023,40000.0,https://www.ccarprice.com/products/Honda_Pilot_2023_Specs.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,19.0,26.0
14,14,Honda,Pilot Sport 2022,36830.0,https://www.ccarprice.com/products/Honda_Pilot_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,front,20.0,27.0
15,15,Honda,Passport 2023,37870.0,https://www.ccarprice.com/products/Honda_Passport_2023.jpg,3.5-liter V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,19.0,24.0
17,17,Honda,CR-V Hybrid 2022,31610.0,https://www.ccarprice.com/products/Honda_CR-V_Hybrid_2022.jpg,2.0L Inline-4 Hybrid,SUV,Hybrid,CVT,212.0,2.0,129.0,4.0,all,40.0,35.0
20,20,Honda,Insight 2023,28900.0,https://www.ccarprice.com/products/Honda_Insight_2023_1.jpg,1.5-liter Inline-4 Hybrid,Sedan,Hybrid,CVT,151.0,1.5,99.0,4.0,front,51.0,45.0
21,21,Honda,Insight EX 2022,25760.0,https://www.ccarprice.com/products/Honda_Insight_2022.jpg,1.5-liter Inline-4 Hybrid,Sedan,Hybrid,CVT,151.0,1.5,99.0,4.0,front,55.0,49.0
23,23,Honda,Accord 2023,28000.0,https://www.ccarprice.com/products/Honda_Accord_2023_3.jpg,1.5L Turbo Inline-4 Gas,Sedan,Petrol,CVT,192.0,1.5,260.0,4.0,front,30.0,38.0
30,30,Honda,CR-V 2023,31800.0,https://www.ccarprice.com/products/Honda_CR-V_2023.jpg,1.5L Turbo Inline-4 Gas,SUV,Petrol,CVT,190.0,1.5,179.0,4.0,all,27.0,32.0
31,31,Honda,HR-V EX-L 2WD 2023,28690.0,https://www.ccarprice.com/products/Honda_HR-V_EX-L_2WD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
32,32,Honda,HR-V Sport 2WD 2023,26890.0,https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2WD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
33,33,Honda,HR-V LX 2WD 2023,23650.0,https://www.ccarprice.com/products/Honda_HR-V_LX_2WD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
34,34,Honda,HR V 2023,23650.0,https://www.ccarprice.com/products/Honda_HRV_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
35,35,Honda,HR-V EX-L AWD 2023,30690.0,https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,all,25.0,30.0
36,36,Honda,HR-V Sport AWD 2023,28890.0,https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_AWD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,all,25.0,30.0
37,37,Honda,HR-V LX AWD 2023,24850.0,https://www.ccarprice.com/products/Honda_HR-V_LX_AWD_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,all,25.0,30.0
38,38,Honda,Civic Si Sedan with Summer Tires 2022,27500.0,https://www.ccarprice.com/products/Honda_Civic_Si_Sedan_with_Summer_Tires_2022_Price.jpg,1.5L Turbo Inline-4 Gas,Sedan,Petrol,Manual,200.0,1.5,192.0,4.0,front,27.0,37.0
39,39,Honda,Accord Sport 1.5T CVT 2022,28580.0,https://www.ccarprice.com/products/Honda_Accord_Sport_1_5T_CVT_2022.jpg,1.5L Turbo Inline-4 Gas,Sedan,Petrol,CVT,192.0,1.5,192.0,4.0,front,29.0,35.0
40,40,Honda,Fit Sport 2022,15520.0,https://www.ccarprice.com/products/Honda_Fit_Sport_2022.jpg,1.5L Inline-4 Gas,Hatchback,Petrol,Manual,130.0,1.5,114.0,4.0,front,29.0,36.0
41,41,Honda,Fit EX 2022,18960.0,https://www.ccarprice.com/products/Honda_Fit_EX_2022.jpg,1.5L Inline-4 Gas,Hatchback,Petrol,Manual,128.0,1.5,113.0,4.0,front,31.0,36.0
42,42,Honda,Ridgeline RTL-E 2023,44730.0,https://www.ccarprice.com/products/Honda_Ridgeline_RTL-E_AWD_2023.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0
43,43,Honda,Fit LX 2022,16190.0,https://www.ccarprice.com/products/Honda_Fit_LX_2022.jpg,1.5L Inline-4 Gas,Hatchback,Petrol,Manual,130.0,1.5,114.0,4.0,front,29.0,36.0
44,44,Honda,HR V EX L 2022,21870.0,https://www.ccarprice.com/products/Honda_HR_V_EX_L_2022.jpg,1.8L Inline-4 Gas,SUV,Petrol,CVT,141.0,1.8,127.0,4.0,all,28.0,34.0
45,45,Honda,Ridgeline RTL 2023,41780.0,https://www.ccarprice.com/products/Honda_Ridgeline_RTL_2023_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0
46,46,Honda,Ridgeline Sport 2023,38800.0,https://www.ccarprice.com/products/Honda_Ridgeline_Sport_2023.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0
48,48,Honda,HR-V EX-L 2023,27450.0,https://www.ccarprice.com/products/Honda_HR-V_EX-L_2023_1.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
49,49,Honda,CR-V EX 2023,32350.0,https://www.ccarprice.com/products/Honda_CR-V_EX_2023_1.jpg,1.5-liter Turbo Inline-4 Gas,SUV,Petrol,CVT,190.0,1.5,179.0,4.0,front,28.0,34.0
50,50,Honda,HR-V EX-L 2022,26570.0,https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2022.jpg,1.8-liter Inline-4 Gas,SUV,Petrol,CVT,141.0,1.8,127.0,4.0,front,28.0,34.0
51,51,Honda,HR-V EX-L 2022,25070.0,https://www.ccarprice.com/products/Honda_HR-V_EX-L_2022.jpg,1.8L Inline-4 Gas,SUV,Petrol,CVT,141.0,1.8,127.0,4.0,front,28.0,34.0
52,52,Honda,HR-V 2023,23650.0,https://www.ccarprice.com/products/Honda_HR-V_2023_1.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
53,53,Honda,HR-V Sport 2023,26890.0,https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
54,54,Honda,HR-V Sport AWD 2022,25320.0,https://www.ccarprice.com/products/Honda_HR-V_Sport_AWD_2022.jpg,1.8L Inline-4 Gas,SUV,Petrol,CVT,141.0,1.8,127.0,4.0,all,26.0,31.0
55,55,Honda,Pilot TrailSport 2022,44310.0,https://www.ccarprice.com/products/Honda_Pilot_TrailSport_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,19.0,25.0
56,56,Honda,HR-V LX 2023,23650.0,https://www.ccarprice.com/products/Honda_HR-V_LX_2023_1.jpg,2.0L Inline-4 Gas,SUV,Petrol,CVT,158.0,2.0,138.0,4.0,front,26.0,32.0
57,57,Honda,Accord Hybrid EX-L 2023,34640.0,https://www.ccarprice.com/products/Honda-Accord-Hybrid-EXL-2023.jpg,2.0L Inline-4 Hybrid,Sedan,Hybrid,CVT,143.0,2.0,129.0,4.0,front,48.0,48.0
58,58,Honda,Accord Sport 2.0T 2023,33860.0,https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2023_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,252.0,2.0,273.0,4.0,front,22.0,32.0
59,59,Honda,Accord Sport 2.0T 2022,33260.0,https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,252.0,2.0,273.0,4.0,front,22.0,32.0
61,61,BMW,M6 2022,102900.0,https://www.ccarprice.com/products/BMW_M6_2022.jpg,Twin Turbo Premium Unleaded V-8 4.4 L,Coupe,Petrol,Automatic,560.0,4.4,503.0,8.0,rear,22.0,33.0
62,62,BMW,M6 2023,105990.0,https://www.ccarprice.com/products/BMW_M6_2023_1.jpg,Twin Turbo Premium Unleaded V-8 4.4 L,Coupe,Petrol,Automatic,560.0,4.4,503.0,8.0,rear,22.0,33.0
65,65,BMW,Z4 Roadster 2023,52800.0,https://www.ccarprice.com/products/BMW_Z4_Roadster_2023_1.jpg,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Automatic,255.0,2.0,295.0,4.0,rear,25.0,32.0
68,68,BMW,M440i Coupe 2024,58250.0,https://www.ccarprice.com/products/BMW_M440i_Coupe_2024.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,24.0,32.0
69,69,BMW,430i Coupe 2023,47400.0,https://www.ccarprice.com/products/BMW_430i_Coupe_2023.jpg,2.0L Turbo Inline-4 Gas,Coupe,Petrol,Automatic,255.0,2.0,295.0,4.0,rear,25.0,34.0
72,72,BMW,M550i Xdrive 2022,77790.0,https://www.ccarprice.com/products/BMW_M550i_Xdrive_2022.jpg,4.4L Twin-Turbo V8 Gas,Sedan,Petrol,Automatic,523.0,4.4,553.0,8.0,all,17.0,25.0
73,73,BMW,X4 xDrive30i 2022,89000.0,https://www.ccarprice.com/products/BMW_X4_2022.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,248.0,2.0,258.0,4.0,all,21.0,28.0
74,74,BMW,M3 CS 2022,170500.0,https://www.ccarprice.com/products/BMW_M3_CS_Sedan_2022.jpg,3.0L Twin-Turbo Inline-6 Gas,Hatchback,Petrol,Automatic,540.0,3.0,479.0,6.0,rear,16.0,23.0
76,76,BMW,X5 Hybrid 2022,63700.0,https://www.ccarprice.com/products/BMW_X5_Hybrid_2022.jpg,3.0L Turbo Inline-6 Hybrid,SUV,Hybrid,Automatic,389.0,3.0,443.0,6.0,all,21.0,26.0
77,77,BMW,X6 xDrive40i 2022,67950.0,https://www.ccarprice.com/products/BMW_X6_2022.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,335.0,3.0,330.0,6.0,all,21.0,25.0
78,78,BMW,2 Series 228i Gran Coupe 2023,36600.0,https://www.ccarprice.com/products/BMW_2_Series_228i_Gran_Coupe_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,228.0,2.0,258.0,4.0,front,24.0,34.0
79,79,BMW,M240i Coupe 2022,43990.0,https://www.ccarprice.com/products/BMW_M240i_Coupe_2022.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,23.0,32.0
81,81,BMW,4 Series Convertible 2022,54290.0,https://www.ccarprice.com/products/BMW_4_Series_Convertible_2022.jpg,3.0L Turbo Inline-6 Gas,Convertible,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,14.0,19.0
82,82,BMW,Alpina B8 Luxury High Performance Gran Coupe 2022,148090.0,https://www.ccarprice.com/products/BMW_Alpina_B8_Luxury_High_Performance_Gran_Coupe_2022.jpg,4.4L Twin-Turbo V8 Gas,Coupe,Petrol,Automatic,612.0,4.4,590.0,8.0,all,21.0,24.0
83,83,BMW,X6 xDrive40i 2023,70100.0,https://www.ccarprice.com/products/BMW_X6_2023.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,335.0,3.0,330.0,6.0,all,21.0,25.0
85,85,BMW,M3 CS 2022,66690.0,https://www.ccarprice.com/products/BMW_M3_CS_2022.jpg,3.0L Twin-Turbo Inline-6 Gas,Sedan,Petrol,Automatic,540.0,3.0,479.0,6.0,rear,16.0,23.0
86,86,BMW,X5 sDrive40i 2023,61600.0,https://www.ccarprice.com/products/BMW_X5_2023.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,335.0,3.0,330.0,6.0,rear,21.0,26.0
88,88,BMW,X3 sDrive30i 2023,45400.0,https://www.ccarprice.com/products/BMW_X3_2023_1.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,248.0,2.0,258.0,4.0,rear,23.0,29.0
89,89,BMW,X2 sDrive28i 2023,36600.0,https://www.ccarprice.com/products/BMW_X2_2023.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,228.0,2.0,258.0,4.0,front,24.0,32.0
92,92,BMW,M2 2023,63000.0,https://www.ccarprice.com/products/BMW_M2_2023_3.jpg,3.0L Twin-Turbo Inline-6 Gas,Coupe,Petrol,Manual,453.0,3.0,406.0,6.0,rear,18.0,24.0
93,93,BMW,840i Convertible 2023,97100.0,https://www.ccarprice.com/products/BMW_8_Series_Convertible_2023.jpg,3.0-liter Turbo Inline-6 Gas,Convertible,Petrol,Automatic,335.0,3.0,368.0,6.0,rear,22.0,29.0
94,94,BMW,Alpina B8 Gran Coupe 2023,144900.0,https://www.ccarprice.com/products/BMW_Alpina_B8_Gran_Coupe_2023.jpg,4.4L Twin-Turbo V8 Gas,Sedan,Petrol,Automatic,612.0,4.4,590.0,8.0,all,17.0,24.0
95,95,BMW,840i xDrive Gran Coupe 2023,90400.0,https://www.ccarprice.com/products/BMW_840i_xDrive_Gran_Coupe_2023.jpg,3.0L Turbo Inline-6 Gas,Sedan,Petrol,Automatic,335.0,3.0,368.0,6.0,all,21.0,29.0
96,96,BMW,840i Coupe 2023,87500.0,https://www.ccarprice.com/products/BMW_8_Series_Coupe_2023.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,335.0,3.0,368.0,6.0,rear,23.0,30.0
97,97,BMW,M3 Touring 2022,71000.0,https://www.ccarprice.com/products/BMW_M3_Touring_2022.jpg,3.0-liter turbocharged straight-six,Wagon,Petrol,Automatic,473.0,3.0,406.0,6.0,all,16.0,23.0
98,98,BMW,M440i xDrive Gran Coupe 2023,59450.0,https://www.ccarprice.com/products/BMW_M440i_xDrive_Gran_Coupe_2023.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,382.0,3.0,369.0,6.0,all,22.0,31.0
99,99,BMW,4 Series Convertible 2023,55500.0,https://www.ccarprice.com/products/BMW_4_Series_Convertible_2023.jpg,3.0L Turbo Inline-6 Gas,Convertible,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,14.0,19.0
100,100,BMW,330i Sedan 2023,42300.0,https://www.ccarprice.com/products/BMW_330i_Sedan_2023_1.jpg,2.0-liter Turbo Inline-4 Gas,Sedan,Petrol,Automatic,255.0,2.0,295.0,4.0,rear,25.0,34.0
102,102,BMW,M240i Coupe 2023,47900.0,https://www.ccarprice.com/products/BMW_M240i_Coupe__2023.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,23.0,32.0
104,104,BMW,8 series Gran Coupe 2023,87500.0,https://www.ccarprice.com/products/BMW_8_series_Gran_Coupe_2023_1.jpg,4.4L Twin-Turbo V8 Gas,Sedan,Petrol,Automatic,523.0,4.4,553.0,8.0,all,17.0,24.0
112,112,BMW,X6 M50d 2022,188140.0,https://www.ccarprice.com/products/BMW_X6_M50d_2022.jpg,3.0–Liter Twin- Turbo,SUV,Unknown,Automatic,335.0,3.0,333.0,6.0,all,21.0,26.0
113,113,BMW,M340i xDrive Sedan 2023,56850.0,https://www.ccarprice.com/products/BMW_M340i_xDrive_Sedan_2023.jpg,3.0L Turbo Inline-6 Gas,Sedan,Petrol,Automatic,382.0,3.0,369.0,6.0,all,23.0,32.0
115,115,BMW,330i xDrive Sedan 2023,44300.0,https://www.ccarprice.com/products/BMW_330i_xDrive_Sedan_2023.jpg,2.0-liter Turbo Inline-4 Gas,Sedan,Petrol,Automatic,255.0,2.0,295.0,4.0,all,25.0,34.0
126,126,Lexus,IS 500 2023,58850.0,https://www.ccarprice.com/products/Lexus_IS_500_2023.jpg,4.6-liter V8 Gas,Sedan,Petrol,Automatic,472.0,4.6,395.0,8.0,rear,20.0,28.0
127,127,Lexus,IS 2023,42120.0,https://www.ccarprice.com/products/Lexus_IS_2023.jpg,3.5-liter V6 Gas,Sedan,Petrol,Automatic,311.0,3.5,280.0,6.0,rear,20.0,28.0
131,131,Lexus,RX 350 2023,46920.0,https://www.ccarprice.com/products/Lexus_RX_2023.jpg,2.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,front,19.0,26.0
132,132,Lexus,NX 350h Luxury 2022,49000.0,https://www.ccarprice.com/products/Lexus_NX_350h_Luxury_2022.jpg,2.5L Inline-4 Hybrid,SUV,Petrol,CVT,240.0,2.5,167.0,4.0,all,41.0,37.0
133,133,Lexus,NX 350 F SPORT Handling 2022,47050.0,https://www.ccarprice.com/products/Lexus_NX_350_F_SPORT_Handling_2022.jpg,2.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,all,22.0,28.0
134,134,Lexus,NX 350h Premium 2022,44600.0,https://www.ccarprice.com/products/Lexus_NX_350h_Premium_2022.jpg,2.5L Inline-4 Hybrid,SUV,Petrol,CVT,240.0,2.5,167.0,4.0,all,41.0,37.0
135,135,Lexus,IS 350 F Sport AWD 2022,45550.0,https://www.ccarprice.com/products/Lexus_IS_350F_Sport_AWD_2022.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,311.0,3.5,280.0,6.0,all,19.0,26.0
137,137,Lexus,NX 350 Luxury 2022,49400.0,https://www.ccarprice.com/products/Lexus_NX_350_Luxury_2022.jpg,2.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,all,22.0,29.0
138,138,Lexus,NX 350 Premium 2022,45000.0,https://www.ccarprice.com/products/Lexus_NX_350_Premium_2022.jpg,2.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,all,22.0,29.0
139,139,Lexus,NX 250 Luxury 2022,44500.0,https://www.ccarprice.com/products/Lexus_NX_250_Luxury_2022.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,203.0,2.5,184.0,4.0,front,26.0,33.0
140,140,Lexus,ES 250 Ultra Luxury AWD 2022,50130.0,https://www.ccarprice.com/products/Lexus_ES_250_Ultra_Luxury_AWD_2022.jpg,2.5L Inline-4 Gas,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0
149,149,Lexus,RX Hybrid 450hL Luxury 2022,57660.0,https://www.ccarprice.com/products/Lexus_RX_Hybrid_450hL_Luxury_2022.jpg,3.5L V6 Hybrid,SUV,Hybrid,CVT,308.0,3.5,247.0,6.0,all,29.0,31.0
150,150,Lexus,RX Hybrid 450h F SPORT Handling 2022,54070.0,https://www.ccarprice.com/products/Lexus_RX_Hybrid_450h_F-SPORT_Handling_2022.jpg,3.5L V6 Hybrid,SUV,Hybrid,CVT,308.0,3.5,247.0,6.0,all,31.0,28.0
151,151,Lexus,RX Hybrid 450h F SPORT Black Line 2022,51880.0,https://www.ccarprice.com/products/Lexus_RX_Hybrid_450h_F_SPORT_Black_Line_2022.jpg,3.5L V6 Hybrid,SUV,Hybrid,CVT,259.0,3.5,247.0,6.0,all,31.0,28.0
152,152,Lexus,RX Hybrid 450h F SPORT Appearance 2022,51750.0,https://www.ccarprice.com/products/Lexus_RX_Hybrid_450h_F_SPORT_Appearance_2022.jpg,3.5L V6 Hybrid,SUV,Hybrid,CVT,308.0,3.5,247.0,6.0,all,31.0,28.0
153,153,Lexus,RX 350 2023,45920.0,https://www.ccarprice.com/products/Lexus_RX_350_2023.jpg,2.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,front,20.0,27.0
154,154,Lexus,RX 350 AWD 2022,46970.0,https://www.ccarprice.com/products/Lexus_RX_350_AWD_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,all,19.0,26.0
155,155,Lexus,RX 350L Luxury AWD 2022,55800.0,https://www.ccarprice.com/products/Lexus_RX_350L_Luxury_AWD_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,290.0,3.5,263.0,6.0,front,19.0,26.0
156,156,Lexus,RX 350 F SPORT Handling AWD 2022,52850.0,https://www.ccarprice.com/products/Lexus_RX_350_F_SPORT_Handling_AWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,all,19.0,26.0
157,157,Lexus,RX 350 F SPORT Handling 2022,51450.0,https://www.ccarprice.com/products/Lexus_RX_350_F_SPORT_Handling_FWD_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,front,20.0,27.0
158,158,Lexus,RX 350 F SPORT Appearance AWD 2022,50450.0,https://www.ccarprice.com/products/Lexus_RX_350_F_SPORT_Appearance_AWD_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,all,19.0,26.0
159,159,Lexus,RX 350 F SPORT Appearance 2022,49050.0,https://www.ccarprice.com/products/Lexus_RX_350_F_SPORT_Appearance_2022.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,front,20.0,27.0
166,166,Lexus,ES 300h Ultra Luxury 2023,51330.0,https://www.ccarprice.com/products/Lexus_ES_300h_Ultra_Luxury_2023.jpg,2.5L Inline-4 Hybrid,Sedan,Petrol,CVT,215.0,2.5,163.0,4.0,front,43.0,44.0
167,167,Lexus,ES 300h Luxury 2023,47710.0,https://www.ccarprice.com/products/LexusES_300h_Luxury_2023.jpg,2.5L Inline-4 Hybrid,SUV,Hybrid,CVT,215.0,2.5,163.0,4.0,front,43.0,44.0
171,171,Lexus,ES 250 Ultra Luxury 2023,50130.0,https://www.ccarprice.com/products/Lexus_ES_250_Ultra_Luxury_2023.jpg,2.5L Inline-4 Gas,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0
172,172,Lexus,ES 350 Ultra Luxury 2023,50130.0,https://www.ccarprice.com/products/Lexus_ES_350_Ultra_Luxury_2023.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0
173,173,Lexus,ES 350 Luxury 2023,46510.0,https://www.ccarprice.com/products/Lexus_ES_350_Luxury_2023.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0
177,177,Lexus,ES 350 F Sport 2023,47800.0,https://www.ccarprice.com/products/Lexus_ES_350_F_Sport_2023_1.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,31.0
178,178,Lexus,ES 250 Ultra Luxury 2022,49980.0,https://www.ccarprice.com/products/Lexus_ES_250_Ultra_Luxury_2022.jpg,2.5L Inline-4 Gas,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0
179,179,Lexus,ES 350 Ultra Luxury 2022,49980.0,https://www.ccarprice.com/products/Lexus_ES_350_Ultra_Luxury_2022.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0
180,180,Hyundai,Tucson SE 2023,26450.0,https://www.ccarprice.com/products/Hyundai_Tucson_SE_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,187.0,2.5,178.0,4.0,front,26.0,33.0
181,181,Hyundai,Santa Fe SEL 2023,31900.0,https://www.ccarprice.com/products/Hyundai_Santa_Fe_SEL_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,191.0,2.5,181.0,4.0,front,25.0,28.0
183,183,Hyundai,Santa Fe Hybrid 2022,40450.0,https://www.ccarprice.com/products/Hyundai_Santa_Fe_Hybrid_2022.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,225.0,1.6,195.0,4.0,all,36.0,31.0
184,184,Hyundai,Palisade 2022,33350.0,https://www.ccarprice.com/products/Hyundai_Palisade_2022.jpg,3.8-liter V6 Gas,SUV,Petrol,Automatic,291.0,3.8,262.0,8.0,all,19.0,24.0
185,185,Hyundai,Tucson Hybrid 2022,26130.0,https://www.ccarprice.com/products/Hyundai_Tucson_Hybrid_2022.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,226.0,1.6,258.0,4.0,all,38.0,38.0
186,186,Hyundai,Tucson Hybrid 2023,30900.0,https://www.ccarprice.com/products/Hyundai_Tucson_Hybrid_2023.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,226.0,1.6,258.0,4.0,all,38.0,38.0
