,id,Brand,Model_Number,Price,Photo,Engine_Type,Body_Type,Fuel_Type,Gearbox_Type,Power_hp,Displacement_l,Torque_lbft,Cylinders,Drivetrain,MPG_City,MPG_Highway
648,648,Mercedes,AMG E53 4MATIC Coupe 2023,82100.0,https://www.ccarprice.com/products/Mercedes_AMG_E53_4MATIC_Coupe_2023.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,28.0
649,649,Mercedes,AMG E53 4MATIC Cabriolet 2023,89050.0,https://www.ccarprice.com/products/Mercedes_AMG_E53_4MATIC_Cabriolet_2023.jpg,3.0L Turbo Inline-6 Gas,Convertible,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,27.0
658,658,Mercedes,Benz E450 Coupe 2023,69750.0,https://www.ccarprice.com/products/Mercedes_Benz_E450_Coupe_2023.jpg,3.0L Turbo Inline-6 Gas,Coupe,Petrol,Automatic,362.0,3.0,369.0,6.0,rear,22.0,29.0
660,660,Porsche,Panamera 4 2023,97000.0,https://www.ccarprice.com/products/Porsche_Panamera_4_2023.jpg,2.9L Twin-Turbo V6 Gas,Hatchback,Petrol,Automatic,325.0,2.9,331.0,6.0,all,18.0,24.0
663,663,Porsche,911 Carrera GTS Cabriolet 2023,155400.0,https://www.ccarprice.com/products/Porsche_911_Carrera_GTS_Cabriolet_2023.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,473.0,3.0,420.0,6.0,rear,17.0,23.0
665,665,Porsche,911 GT3 RS Tribute Carrera RS Package 2023,314000.0,https://www.ccarprice.com/products/Porsche_911_GT3_RS_Tribute_Carrera_RS_Package_2023.jpg,4.0L Turbo Flat 6 Gas,Coupe,Petrol,Automatic,560.0,4.0,350.0,6.0,rear,15.0,19.0
675,675,Porsche,Cayenne Coupe Platinum Edition 2022,103200.0,https://www.ccarprice.com/products/Porsche_Cayenne_Coupe_Platinum_Edition_2022.jpg,3.0L Twin-Turbo V6 Gas,SUV,Petrol,Automatic,335.0,3.0,332.0,8.0,all,17.0,22.0
676,676,Porsche,Cayenne Coupe E-Hybrid Platinum Edition 2022,95150.0,https://www.ccarprice.com/products/Porsche_Cayenne_Coupe_E_Hybrid_Platinum_Edition_2022.jpg,3.0L Twin-Turbo V6 Hybrid,SUV,Hybrid,Automatic,335.0,3.0,332.0,8.0,all,17.0,22.0
677,677,Porsche,Cayenne Turbo GT Coupe 2022,111700.0,https://www.ccarprice.com/products/Porsche_Cayenne_Turbo_GT_Coupe_2022.jpg,4.0L Twin-Turbo V8 Gas,Coupe,Petrol,Automatic,631.0,4.0,627.0,8.0,all,15.0,19.0
678,678,Porsche,Cayenne Turbo GT Coupe 2023,188700.0,https://www.ccarprice.com/products/Porsche_Cayenne_Turbo_GT_Coupe_2023.jpg,4.0L Twin-Turbo V8 Gas,Coupe,Petrol,Automatic,631.0,4.0,627.0,8.0,all,15.0,19.0
679,679,Porsche,Cayenne Coupe 2022,77500.0,https://www.ccarprice.com/products/Porsche_Cayenne_Coupe_2022.jpg,4.0L Twin-Turbo V8 Gas,SUV,Petrol,Automatic,541.0,4.0,567.0,8.0,all,15.0,19.0
684,684,Porsche,911 Sport Classic 2023,273750.0,https://www.ccarprice.com/products/Porsche_911_Sport_Classic_2023_1.jpg,3.8L Twin-Turbo Flat 6 Gas,Coupe,Petrol,Automatic,572.0,3.8,553.0,6.0,all,15.0,20.0
686,686,Porsche,Panamera Turbo S E-Hybrid Executive 2023,206800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_E_Hybrid_Executive_2023.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,19.0,23.0
698,698,Porsche,911 Carrera 4 2023,113400.0,https://www.ccarprice.com/products/Porsche_911_Carrera_4_2023_1.jpg,3.0-liter Twin-Turbo Flat 6 Gas,Coupe,Petrol,Automatic,379.0,3.0,331.0,6.0,all,18.0,24.0
699,699,Porsche,Panamera GTS 2023,135200.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_2023_1.jpg,4.0L Twin-Turbo V8 Gas,Hatchback,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0
700,700,Porsche,Panamera Turbo S Executive 2023,196800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Executive_2023.jpg,4.0L Twin-Turbo V8 Gas,Hatchback,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0
707,707,Porsche,Cayenne Turbo S E-Hybrid 2023,171300.0,https://www.ccarprice.com/products/Porsche_Cayenne_Turbo_S_E-Hybrid_2023.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,SUV,Hybrid,Automatic,670.0,4.0,663.0,8.0,all,42.0,42.0
708,708,Porsche,Panamera Turbo S Sport Turismo 2023,190400.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Sport_Turismo_2023.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0
709,709,Porsche,Panamera Turbo S Sport Turismo 2022,183800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Sport_Turismo_2022.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0
712,712,Porsche,Panamera GTS Sport Turismo 2023,141400.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_Sport_Turismo_2023.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0
713,713,Porsche,Panamera GTS Sport Turismo 2022,136900.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_Sport_Turismo_2022_1.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0
715,715,Porsche,911 Carrera S Cabriolet 2023,135800.0,https://www.ccarprice.com/products/Porsche_911_Carrera_S_Cabriolet_2023_2.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,443.0,3.0,390.0,6.0,rear,18.0,23.0
716,716,Porsche,911 Carrera S Cabriolet 2022,129900.0,https://www.ccarprice.com/products/Porsche_911_Carrera_S_Cabriolet_2022.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,443.0,3.0,390.0,6.0,rear,18.0,23.0
719,719,Porsche,Cayenne S 2023,97300.0,https://www.ccarprice.com/products/Porsche_Cayenne_S_2023.jpg,2.9L Twin-Turbo V6 Gas,SUV,Petrol,Automatic,434.0,2.9,405.0,6.0,all,16.0,22.0
720,720,Infiniti,QX60 SENSORY 2023,58600.0,https://www.ccarprice.com/products/Infiniti_QX60_SENSORY_2023.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
722,722,Infiniti,QX50 AUTOGRAPH 2023,57950.0,https://www.ccarprice.com/products/Infiniti_QX50_AUTOGRAPH_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
723,723,Infiniti,QX50 AUTOGRAPH 2022,56950.0,https://www.ccarprice.com/products/Infiniti_QX50_AUTOGRAPH_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
724,724,Infiniti,QX50 SENSORY AWD 2022,53500.0,https://www.ccarprice.com/products/Infiniti_QX50_SENSORY_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
725,725,Infiniti,QX50 SENSORY 2022,51500.0,https://www.ccarprice.com/products/Infiniti_QX50_SENSORY_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,front,23.0,29.0
726,726,Infiniti,QX50 ESSENTIAL AWD 2022,48800.0,https://www.ccarprice.com/products/Infiniti_QX50_ESSENTIAL_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
727,727,Infiniti,QX50 ESSENTIAL 2022,46800.0,https://www.ccarprice.com/products/Infiniti_QX50_ESSENTIAL_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,front,23.0,29.0
728,728,Infiniti,QX50 Pure AWD 2022,41000.0,https://www.ccarprice.com/products/Infiniti_QX50_Pure_AWD_2022_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
729,729,Infiniti,QX80 Premium Select 2023,75900.0,https://www.ccarprice.com/products/Infiniti_QX80_Premium_Select_2023.jpg,5.6-liter V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0
730,730,Infiniti,Q60 Red Sport 400 AWD 2022,60200.0,https://www.ccarprice.com/products/Infiniti_Q60_Red_Sport_400_AWD_2022.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,all,19.0,26.0
731,731,Infiniti,Q60 Red Sport 400 2022,58200.0,https://www.ccarprice.com/products/Infiniti_Q60_Red_Sport_400_2022.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,rear,20.0,27.0
732,732,Infiniti,Q60 3.0t Luxe AWD 2022,52300.0,https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Luxe_AWD_2022.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
733,733,Infiniti,Q60 3.0t Luxe 2022,50300.0,https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Luxe_2022-.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0
734,734,Infiniti,QX55 Sensory 2023,57800.0,https://www.ccarprice.com/products/Infiniti_QX55_Sensory_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
735,735,Infiniti,QX55 Sensory AWD 2022,57050.0,https://www.ccarprice.com/products/Infiniti_QX55_Sensory_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
736,736,Infiniti,Q60 3.0t Pure AWD 2022,43750.0,https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Pure_AWD_2022.jpg,3.0-liter Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
737,737,Infiniti,QX80 Sensory AWD 2022,84850.0,https://www.ccarprice.com/products/Infiniti_QX80_Sensory_AWD_2022.jpg,5.6L V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0
738,738,Infiniti,QX80 Premium Select AWD 2022,78000.0,https://www.ccarprice.com/products/Infiniti_QX80_Premium_Select_AWD_2022.jpg,5.6L V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0
739,739,Infiniti,QX80 Luxe AWD 2022,73700.0,https://www.ccarprice.com/products/Infiniti_QX80_Luxe_AWD_2022_1.jpg,5.6L V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0
740,740,Infiniti,QX80 Luxe 2022,70600.0,https://www.ccarprice.com/products/Infiniti_QX80_Luxe_2022_1.jpg,5.6L V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0
741,741,Infiniti,Q50 Red Sport 400 AWD 2022,57950.0,https://www.ccarprice.com/products/Infiniti_Q50_Red_Sport_400_AWD_2022.jpg,3.0L Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,400.0,3.0,350.0,6.0,all,19.0,26.0
742,742,Infiniti,Q50 Red Sport 400 2022,55950.0,https://www.ccarprice.com/products/Infiniti_Q50_Red_Sport_400_2022_1.jpg,3.0L Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,400.0,3.0,350.0,6.0,rear,20.0,26.0
743,743,Infiniti,Q50 3.0t Sensory 2023,48350.0,https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Sensory_2023.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
744,744,Infiniti,Q50 3.0t Sensory AWD 2022,49800.0,https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Sensory_AWD_2022.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
745,745,Infiniti,Q50 3.0t Luxe 2023,42650.0,https://www.ccarprice.com/products/Infiniti_Q50_3_0t_Luxe_2023.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
746,746,Infiniti,Q50 3.0t Luxe AWD 2022,44100.0,https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Luxe_AWD_2022.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
747,747,Infiniti,QX60 LUXE FWD 2022,52900.0,https://www.ccarprice.com/products/Infiniti_QX60_LUXE_FWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
750,750,Infiniti,QX60 AUTOGRAPH AWD 2022,63250.0,https://www.ccarprice.com/products/Infiniti_QX60_AUTOGRAPH_AWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,all,20.0,25.0
751,751,Infiniti,QX60 AUTOGRAPH FWD 2022,60350.0,https://www.ccarprice.com/products/Infiniti_QX60_AUTOGRAPH_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
753,753,Infiniti,QX60 SENSORY AWD 2022,58350.0,https://www.ccarprice.com/products/Infiniti_QX60_SENSORY_AWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,all,20.0,25.0
754,754,Infiniti,QX60 SENSORY 2022,56350.0,https://www.ccarprice.com/products/Infiniti_QX60_SENSORY_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
755,755,Infiniti,QX60 LUXE AWD 2022,54900.0,https://www.ccarprice.com/products/Infiniti_QX60_LUXE_AWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,all,20.0,25.0
756,756,Infiniti,QX60 LUXE 2022,52900.0,https://www.ccarprice.com/products/Infiniti_QX60_LUXE_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
757,757,Infiniti,QX60 Pure AWD 2022,48850.0,https://www.ccarprice.com/products/Infiniti_QX60_Pure_AWD_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,all,20.0,25.0
761,761,Infiniti,Q50 3.0t Sensory 2022,47800.0,https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Sensory_2022_1.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,20.0,29.0
762,762,Infiniti,Q50 3.0t Luxe 2022,42100.0,https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Luxe_2022_1.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,20.0,29.0
763,763,Infiniti,QX50 Luxe AWD 2022,44350.0,https://www.ccarprice.com/products/Infiniti_QX50_Luxe_AWD_2022.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
764,764,Infiniti,QX50 Luxe 2022,42350.0,https://www.ccarprice.com/products/Infiniti_QX50_Luxe_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,front,23.0,29.0
765,765,Infiniti,Q60 3.0t Luxe 2022,50300.0,https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Luxe_2022.jpg,3.0L Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0
766,766,Infiniti,QX80 Premium Select 2022,74900.0,https://www.ccarprice.com/products/Infiniti_QX80_Premium_Select_2022.jpg,5.6-liter V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0
767,767,Infiniti,QX80 Sensory 2022,81750.0,https://www.ccarprice.com/products/Infiniti_QX80_Sensory_2022.jpg,5.6-liter V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0
768,768,Infiniti,QX55 Sensory 2022,57050.0,https://www.ccarprice.com/products/Infiniti_QX55_Sensory_2022_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
769,769,Infiniti,QX55 Essential 2022,51600.0,https://www.ccarprice.com/products/Infiniti_QX55_Essential_2022_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
770,770,Infiniti,QX55 LUXE 2022,46500.0,https://www.ccarprice.com/products/Infiniti_QX55_LUXE_2022_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0
771,771,Infiniti,Q50 3.0t Pure 2022,33879.0,https://www.ccarprice.com/products/Infiniti-Q50-3.0t-Pure-2022.jpg,3.0-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,20.0,29.0
772,772,Infiniti,Q60 3.0t Pure 2022,41750.0,https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Pure_2022.jpg,3.0-liter Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0
773,773,Infiniti,QX50 Pure 2022,39000.0,https://www.ccarprice.com/products/Infiniti-QX50-Pure-2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,front,23.0,29.0
774,774,Infiniti,QX80 Luxe 2022,84850.0,https://www.ccarprice.com/products/Infiniti_QX80_Luxe_2022.jpg,5.6-liter V8 Gas,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0
775,775,Infiniti,QX60 Pure 2022,46850.0,https://www.ccarprice.com/products/Infiniti_QX60_Pure_2022_1.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0
777,777,Infiniti,Q60 Red Sport 400 AWD 2021,60100.0,https://www.ccarprice.com/products/Infiniti-Q60-Red-Sport-400-AWD-2021.jpg,3.0-liter Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,all,19.0,26.0
778,778,Infiniti,Q60 Red Sport 400 2021,58100.0,https://www.ccarprice.com/products/Infiniti-Q60-Red-Sport-400-RWD-2021.jpg,3.0-liter Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,rear,20.0,27.0
779,779,Infiniti,Q60 3.0t Luxe AWD 2021,52200.0,https://www.ccarprice.com/products/Infiniti-Q60-3.0t-Luxe-AWD-2021.jpg,3.0-liter Twin-Turbo V6 Gas,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0
780,780,Jaguar,F-Type 75 Special Edition 2023,86000.0,https://www.ccarprice.com/products/Jaguar_F-Type_75_Special_Edition_2023_Price.jpg,5.0L Supercharged V8,Coupe,Petrol,Automatic,444.0,5.0,428.0,8.0,rear,17.0,24.0
781,781,Jaguar,F Type P450 R Dynamic Coupe 2022,71050.0,https://www.ccarprice.com/products/Jaguar_F_Type_P450_R_Dynamic_Coupe_2022.jpg,5.0L Supercharged V8 Gas,Coupe,Petrol,Automatic,444.0,5.0,428.0,8.0,rear,17.0,24.0
783,783,Jaguar,XF P250 S 2023,47000.0,https://www.ccarprice.com/products/Jaguar_XF_Sedan_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0
787,787,Jaguar,F Type P450 2023,76700.0,https://www.ccarprice.com/products/Jaguar_F_Type_P450_2023_1.jpg,5.0L Supercharged V8 Gas,Convertible,Petrol,Automatic,444.0,5.0,428.0,8.0,rear,17.0,24.0
789,789,Jaguar,F-Type P450 R-Dynamic Coupe 2023,83900.0,https://www.ccarprice.com/products/Jaguar_F_Type_P450_R_Dynamic_Coupe_2023.jpg,5.0L Supercharged V8 Gas,Convertible,Petrol,Automatic,444.0,5.0,428.0,8.0,all,16.0,24.0
793,793,Jaguar,F-Pace SVR 2023,89500.0,https://www.ccarprice.com/products/Jaguar_F_Pace_SVR_2023.jpg,5.0L Supercharged V8 Gas,SUV,Petrol,Automatic,550.0,5.0,516.0,8.0,all,15.0,21.0
797,797,Jaguar,F-Pace P400 R-Dynamic S 2023,64800.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P400_R-Dynamic_S_2023.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,20.0,27.0
798,798,Jaguar,F-Pace P400 R-Dynamic S 2022,65500.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P400_R-Dynamic_S_2022.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,20.0,27.0
801,801,Jaguar,F-Pace P250 S 2023,56000.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P250_S_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0
802,802,Jaguar,F-Pace P250 2023,52400.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P250_2023_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0
804,804,Jaguar,XF P300 R Dynamic SE 2023,52700.0,https://www.ccarprice.com/products/Jaguar_XF_P300_R-Dynamic_SE_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,296.0,2.0,295.0,4.0,all,22.0,30.0
805,805,Jaguar,XF P250 SE 2023,49300.0,https://www.ccarprice.com/products/Jaguar__XF_P250_SE_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0
806,806,Jaguar,XF P300 R Dynamic SE 2022,51000.0,https://www.ccarprice.com/products/Jaguar_XF_P300_R_Dynamic_SE_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,296.0,2.0,295.0,4.0,all,22.0,30.0
807,807,Jaguar,XF P250 SE 2022,48100.0,https://www.ccarprice.com/products/Jaguar_XF_P250_SE_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0
808,808,Jaguar,XF P250 S 2023,47000.0,https://www.ccarprice.com/products/Jaguar_XF_P250_S_2023_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0
809,809,Jaguar,E-Pace P250 SE 2023,48000.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2023_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,20.0,26.0
816,816,Jaguar,F-Pace P340 S 2022,59600.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P340_S_2022.jpg,3.0L Turbo Inline-6 Gas,SUV,Petrol,Automatic,335.0,3.0,354.0,6.0,all,20.0,27.0
817,817,Jaguar,E-Pace P300 Sport 2022,49990.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P300_Sport_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,296.0,2.0,295.0,4.0,all,21.0,27.0
818,818,Jaguar,E-Pace P250 SE 2022,45990.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,21.0,28.0
819,819,Jaguar,F-Pace P250 S 2022,54000.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P250_S_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0
820,820,Jaguar,F-Pace P250 2022,50900.0,https://www.ccarprice.com/products/Jaguar_F-Pace_P250_2022_3.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0
824,824,Jaguar,XF P250 S 2022,45300.0,https://www.ccarprice.com/products/Jaguar_XF_P250_S_2022_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0
825,825,Jaguar,E-Pace P250 2022,40990.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P250_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,20.0,26.0
826,826,Jaguar,E-Pace P300 Sport 2021,49990.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P300_Sport_2021.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,296.0,2.0,295.0,4.0,all,21.0,27.0
827,827,Jaguar,E-Pace P250 SE 2021,46090.0,https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2021.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,21.0,28.0
828,828,Jaguar,E-Pace P250 2021,40990.0,https://www.ccarprice.com/products/Jaguar-E-Pace-P250-2021.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,21.0,28.0
830,830,Jaguar,XF P250 S 2021,43990.0,https://www.ccarprice.com/products/Jaguar_XF_P250_S_2021.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,247.0,2.0,269.0,4.0,rear,25.0,33.0
833,833,Jaguar,F-Type R Convertible 2021,105900.0,https://www.ccarprice.com/products/Jaguar_F-Type_R_Convertible_2021.jpg,5.0-liter Supercharged V8 Gas,Convertible,Petrol,Automatic,575.0,5.0,516.0,4.0,rear,16.0,24.0
841,841,Cadillac,XT6 2023,49000.0,https://www.ccarprice.com/products/Cadillac_XT6_2023.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310.0,3.6,271.0,6.0,all,18.0,25.0
842,842,Cadillac,XT5 Luxury 2023,44190.0,https://www.ccarprice.com/products/Cadillac_XT5_Luxury_2023.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,237.0,2.0,258.0,6.0,front,22.0,29.0
843,843,Cadillac,Escalade ESV Premium Luxury 2023,91090.0,https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_2023.jpg,6.2-liter V8 Gas,SUV,Petrol,Automatic,420.0,6.2,460.0,8.0,rear,14.0,19.0
